,Simulation Number,ExitSlit.openingHeight,Laser.photonEnergy,Laser.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
34,34,0.12,74,100000.0,,13829.6,13.829599999999996,,0.07339701216669425,0.19496117505513688,1.6204130714250347
35,35,0.12,75,100000.0,,15170.2,15.1702,,0.07458401697883232,0.2017116335374116,1.660184043102026
36,36,0.12,76,100000.0,,16732.6,16.732599999999994,,0.07579433841941068,0.19327884637179507,1.6732986873280062
37,37,0.12,77,100000.0,,18083.2,18.0832,,0.07651833637321773,0.19949441454043468,1.5986620527908704
38,38,0.12,78,100000.0,,19697.2,19.6972,,0.07765940004313734,0.19105383839864687,1.66880184871832
39,39,0.12,79,100000.0,,21053.4,21.0534,,0.07852493552836962,0.20075920741249403,1.5413636537684314
40,40,0.12,80,100000.0,,22760.0,22.76,,0.07951551474424434,0.19661480883278723,1.543492949797806
41,41,0.12,81,100000.0,,24103.0,24.103,,0.08074256098399246,0.1969383438598524,1.6084784458812176
42,42,0.12,82,100000.0,,25368.8,25.3688,,0.08163063903687658,0.19872574967612405,1.5588595177504432
43,43,0.12,83,100000.0,,26709.4,26.7094,,0.08280636606126278,0.21228655241639016,1.5942424038794
44,44,0.12,84,100000.0,,27810.6,27.8106,,0.0835920146913139,0.2042979575227776,1.5942700265692236
45,45,0.12,85,100000.0,,29041.2,29.041200000000003,,0.08415946650875128,0.19947833995477676,1.5433196564015588
46,46,0.12,86,100000.0,,30119.8,30.1198,,0.0857806362265819,0.20354789271295493,1.4495065520618955
47,47,0.12,87,100000.0,,31415.0,31.415,,0.0864695156673065,0.1921293873273676,1.4510887665625236
48,48,0.12,88,100000.0,,32454.6,32.454600000000006,,0.08613778404397862,0.19236486182754392,1.5571776109432975
49,49,0.12,89,100000.0,,33405.0,33.40500000000001,,0.08749674940785326,0.20035019507612695,1.4900074311509988
50,50,0.12,90,100000.0,,34272.6,34.2726,,0.08965262740242112,0.2014190142006252,1.4741075645953114
51,51,0.12,91,100000.0,,34852.6,34.8526,,0.090674292643331,0.20144961604096853,1.4982405756443151
52,52,0.12,92,100000.0,,35312.2,35.312200000000004,,0.0916855423006325,0.2051072601737934,1.419302090940909
53,53,0.12,93,100000.0,,35776.2,35.7762,,0.09215277361440995,0.19321608503484256,1.4465690253919814
54,54,0.12,94,100000.0,,36256.2,36.2562,,0.09378913569864553,0.1977821013221714,1.4740791127562158
55,55,0.12,95,100000.0,,36616.0,36.616,,0.09476594678933167,0.19494062174850096,1.463546920819257
56,56,0.12,96,100000.0,,37184.8,37.1848,,0.09559641138445159,0.1935078236561644,1.3544903226135352
57,57,0.12,97,100000.0,,37652.6,37.6526,,0.09641305376640333,0.20291219289123036,1.426493669036336
58,58,0.12,98,100000.0,,37882.2,37.8822,,0.09748543384829418,0.206003268568102,1.4208435058913786
59,59,0.12,99,100000.0,,37927.0,37.927,,0.0982624542608562,0.19541807703207947,1.4078884962613745
60,60,0.12,100,100000.0,,37836.8,37.8368,,0.09974604706046365,0.1927279793507979,1.4061371501375415
61,61,0.12,101,100000.0,,37843.4,37.8434,,0.10057049506661712,0.2018153345124508,1.37109348711481
62,62,0.12,102,100000.0,,37954.0,37.954,,0.1017348281650868,0.20254411304913947,1.389906883093825
63,63,0.12,103,100000.0,,37826.2,37.82619999999999,,0.10271842774787104,0.20782802646862547,1.3550836746082844
64,64,0.12,104,100000.0,,37716.2,37.7162,,0.10343542016572656,0.2064419508281212,1.3978266752411828
65,65,0.12,105,100000.0,,37692.6,37.692600000000006,,0.1039152688574262,0.2040760201224679,1.342317411999046
66,66,0.12,106,100000.0,,37596.8,37.5968,,0.10574330797911385,0.20172420075401012,1.2815023521348807
67,67,0.12,107,100000.0,,37376.0,37.376,,0.10651227465077112,0.19976527956319237,1.3333129968249913
68,68,0.12,108,100000.0,,37390.2,37.39020000000001,,0.10786840950980262,0.21349125819752007,1.369785807294726
69,69,0.12,109,100000.0,,37283.6,37.2836,,0.10838832252303233,0.1926954440669756,1.3266495353963317
70,70,0.12,110,100000.0,,37143.8,37.1438,,0.10969840544919406,0.19638683629962345,1.319974905486898
71,71,0.12,111,100000.0,,37045.2,37.0452,,0.11052785663548265,0.19780315955005384,1.2811684820341582
72,72,0.12,112,100000.0,,36811.0,36.811,,0.11171410905570836,0.1924042524031728,1.2878502822633064
73,73,0.12,113,100000.0,,36801.4,36.8014,,0.11259439534658496,0.2047507531866804,1.2929612841175016
74,74,0.12,114,100000.0,,36586.8,36.5868,,0.113487005851249,0.20466336875688065,1.29568466659495
75,75,0.12,115,100000.0,,36396.8,36.3968,,0.1147494465196928,0.1926202585851248,1.2712000634933862
76,76,0.12,116,100000.0,,36365.2,36.3652,,0.11537792426298664,0.20244445407641165,1.2593987707268592
77,77,0.12,117,100000.0,,36009.0,36.009,,0.1168031686994368,0.20049382950356368,1.2713699365225934
78,78,0.12,118,100000.0,,35946.4,35.9464,,0.11640132725538876,0.20217569810334848,1.2540346368202375
79,79,0.12,119,100000.0,,36126.4,36.1264,,0.11854137393407028,0.19826459916758668,1.2196974150826336
80,80,0.12,120,100000.0,,36009.6,36.0096,,0.11942464951532657,0.20234568900509647,1.2143306701982608
81,81,0.12,121,100000.0,,35797.6,35.7976,,0.12067528979427208,0.1984532795092116,1.2597897029669327
82,82,0.12,122,100000.0,,35779.4,35.7794,,0.12156510165925452,0.20015528528594737,1.2628507806674543
83,83,0.12,123,100000.0,,35992.6,35.992599999999996,,0.12255197253566052,0.19605902114760673,1.2824275794103868
84,84,0.12,124,100000.0,,35707.0,35.707,,0.12376458351375276,0.19631636104850073,1.2750707684674327
85,85,0.12,125,100000.0,,35865.6,35.8656,,0.1245548296578562,0.20135769519948793,1.2549044645871734
86,86,0.12,126,100000.0,,35891.8,35.8918,,0.11738923388068515,0.19273219469857905,1.1869746763806523
87,87,0.12,127,100000.0,,35813.2,35.8132,,0.1260261768577095,0.20767613543224944,1.1947956091418863
88,88,0.12,128,100000.0,,35642.4,35.642399999999995,,0.1274083650215914,0.2019365696395941,1.172582912041804
89,89,0.12,129,100000.0,,35800.0,35.8,,0.12870892048507016,0.19781343517688815,1.2117405108980115
90,90,0.12,130,100000.0,,35632.4,35.632400000000004,,0.12910613928232803,0.19966791463167577,1.2427679947779076
91,91,0.12,131,100000.0,,35491.2,35.4912,,0.13052872181281713,0.20970303058476264,1.222334282968508
92,92,0.12,132,100000.0,,35585.0,35.585,,0.13169997748321977,0.1980039051407659,1.1484167171964528
93,93,0.12,133,100000.0,,35570.2,35.5702,,0.13266129944208843,0.19723973098935352,1.1744137079004449
94,94,0.12,134,100000.0,,35588.4,35.5884,,0.13346179165322952,0.1964493006704738,1.2054524913348978
95,95,0.12,135,100000.0,,35678.4,35.6784,,0.13469428300816727,0.19283354463799468,1.212965975006124
96,96,0.12,136,100000.0,,35527.0,35.527,,0.13469177134567759,0.1943497386661024,1.173006508709081
97,97,0.12,137,100000.0,,35648.8,35.6488,,0.13685584060055475,0.1975796587185445,1.1401069657684733
98,98,0.12,138,100000.0,,35556.0,35.556,,0.13713563982060464,0.20347632258916215,1.1379011665994732
99,99,0.12,139,100000.0,,35460.6,35.4606,,0.13828520928200874,0.2051688950843212,1.140710160762054
100,100,0.12,140,100000.0,,35689.0,35.68900000000001,,0.1392779708391231,0.20441106872323153,1.089359325011842
101,101,0.12,141,100000.0,,35652.4,35.65240000000001,,0.14076371999066167,0.20693287978873012,1.1533498518871224
102,102,0.12,142,100000.0,,35592.6,35.5926,,0.14155559758054323,0.19686090394634304,1.16194580212469
103,103,0.12,143,100000.0,,35714.8,35.7148,,0.14240067145325952,0.19632689357584057,1.1107536248791643
104,104,0.12,144,100000.0,,35616.2,35.6162,,0.14322537239058303,0.18699134736683304,1.1244416041185823
105,105,0.12,145,100000.0,,35691.8,35.6918,,0.1440794246571045,0.20355896031688392,1.131771913058343
106,106,0.12,146,100000.0,,35566.4,35.5664,,0.1455186944072068,0.19860007455944537,1.144863976764671
107,107,0.12,147,100000.0,,35484.6,35.4846,,0.14669930479849996,0.20523835611588445,1.1217416884274365
108,108,0.12,148,100000.0,,35247.8,35.2478,,0.1475778234674635,0.20876732192475883,1.1393075432545428
109,109,0.12,149,100000.0,,35245.4,35.245400000000004,,0.14799101596306627,0.19702725431423193,1.0905293542246903
110,110,0.12,150,100000.0,,35031.2,35.0312,,0.14956951720175765,0.1908121593465315,1.074028907488486
111,111,0.12,151,100000.0,,34998.8,34.9988,,0.15046446606031055,0.2026331612160584,1.0917339616220498
112,112,0.12,152,100000.0,,34804.8,34.8048,,0.15117056983033875,0.19806396842441049,1.1296763726763348
113,113,0.12,153,100000.0,,34829.8,34.8298,,0.1523847907871186,0.19436975097887504,1.1029903858744978
114,114,0.12,154,100000.0,,34583.6,34.583600000000004,,0.1534992717840396,0.2014961903857345,1.1204745159481428
115,115,0.12,155,100000.0,,34709.2,34.709199999999996,,0.154370991115195,0.20251824139427788,1.0361863829832487
116,116,0.12,156,100000.0,,34448.0,34.44799999999999,,0.1556415571335094,0.2015259762297346,1.0696790588420824
117,117,0.12,157,100000.0,,34367.0,34.367,,0.15674506673896077,0.19888804185932643,1.092234284596643
118,118,0.12,158,100000.0,,34398.0,34.398,,0.15612301199246303,0.19966438581489013,1.092387371507806
119,119,0.12,159,100000.0,,34199.8,34.1998,,0.15764265984262807,0.2030247347515179,1.0737722405060917
120,120,0.12,160,100000.0,,34145.0,34.145,,0.15953774437571724,0.19600125635371216,1.0671424972451116
121,121,0.12,161,100000.0,,33933.6,33.9336,,0.1579854521646155,0.1882777912591617,1.080553682119818
122,122,0.12,162,100000.0,,33881.0,33.88099999999999,,0.16121895542419792,0.19473676856967087,1.0512549318128719
123,123,0.12,163,100000.0,,33811.0,33.811,,0.16249485285602533,0.1954425898002044,1.1079402010483883
124,124,0.12,164,100000.0,,33350.4,33.3504,,0.16202335598998727,0.203773736962172,1.0597986564782211
125,125,0.12,165,100000.0,,33183.6,33.1836,,0.16467360021263175,0.20135667330443177,1.039765429594929
126,126,0.12,166,100000.0,,32701.8,32.701800000000006,,0.16511223290791577,0.20013665250725204,1.0446303972594793
127,127,0.12,167,100000.0,,32410.6,32.4106,,0.16637729960807515,0.20675262616991263,1.0366743155341636
128,128,0.12,168,100000.0,,32096.6,32.0966,,0.16760804324437115,0.20555686609170248,1.0488286658728587
129,129,0.12,169,100000.0,,31817.0,31.817,,0.16862926271408582,0.1901449700815172,1.0262605632770807
130,130,0.12,170,100000.0,,31503.6,31.5036,,0.15791032386343123,0.20532585031477185,0.9922259992664128
131,131,0.12,171,100000.0,,31065.4,31.0654,,0.17053333911633786,0.2049116159256145,1.0270193109232004
132,132,0.12,172,100000.0,,30779.4,30.7794,,0.171491858482068,0.20115361273139568,0.9968622163042127
133,133,0.12,173,100000.0,,30422.6,30.4226,,0.1726268535952613,0.20561204718675652,0.9867286079881872
134,134,0.12,174,100000.0,,30081.4,30.081399999999995,,0.1735246352442459,0.1961529123088709,1.0107285733827476
135,135,0.12,175,100000.0,,29354.4,29.3544,,0.17462587122126366,0.19875555040845097,1.0014981317422749
136,136,0.12,176,100000.0,,28824.4,28.8244,,0.17180232097908288,0.20462928515132547,1.0039820797580248
137,137,0.12,177,100000.0,,28280.2,28.2802,,0.17626557091564904,0.20484695368350667,0.988000198888286
138,138,0.12,178,100000.0,,27624.4,27.6244,,0.17748390751539203,0.20017686253694209,1.0063315014226843
139,139,0.12,179,100000.0,,27119.2,27.1192,,0.16728810387783674,0.18908676379299716,0.9728053849335576
140,140,0.12,180,100000.0,,26612.0,26.612,,0.17907539003381315,0.18946289462008783,0.9625960630419981
141,141,0.12,181,100000.0,,25920.2,25.9202,,0.1803907702862375,0.19918717773052505,0.985090180752595
142,142,0.12,182,100000.0,,25416.0,25.416,,0.18111886030559393,0.19891167523816336,0.9474797098256131
143,143,0.12,183,100000.0,,24505.4,24.5054,,0.17952675506106175,0.19668627961202487,0.9715747004380032
144,144,0.12,184,100000.0,,23494.8,23.4948,,0.1808254740127495,0.20640541603641843,0.9826789774428992
145,145,0.12,185,100000.0,,22361.0,22.361,,0.18329454226942515,0.19790541169364623,0.9505578169371112
146,146,0.12,186,100000.0,,21422.2,21.4222,,0.18540826085021536,0.19742029391950897,0.9935289256675843
147,147,0.12,187,100000.0,,20195.4,20.1954,,0.18633727488403903,0.19853816645197447,0.9470842202678227
148,148,0.12,188,100000.0,,19247.6,19.2476,,0.18705043775345867,0.20378527545144748,0.9655301683948809
149,149,0.12,189,100000.0,,17868.4,17.8684,,0.18774231596581217,0.19977754745155207,0.9534465727131552
150,150,0.12,190,100000.0,,16507.8,16.507799999999996,,0.1886179383508932,0.19930930646826764,0.9833147774365486
151,151,0.12,191,100000.0,,15379.8,15.3798,,0.1773016911041307,0.19846833636804323,0.9767265294184359
152,152,0.12,192,100000.0,,14076.2,14.0762,,0.1887473213685155,0.20119750474913553,0.9466313072771402
153,153,0.12,193,100000.0,,12859.0,12.858999999999998,,0.19200166104620847,0.18872273022571284,0.9842542433880352
154,154,0.12,194,100000.0,,11844.4,11.844399999999998,,0.19306531323705936,0.2081886472836758,0.9816944700185128
155,155,0.12,195,100000.0,,10801.6,10.801600000000002,,0.19328666750638487,0.20702570232743184,0.9419363484391774
156,156,0.12,196,100000.0,,9832.0,9.832,,0.193788125934924,0.1988046400143544,0.9182005267024307
157,157,0.12,197,100000.0,,8890.399999999998,8.890399999999998,,0.19535652704125253,0.2017499796940512,0.9583799422077169
158,158,0.12,198,100000.0,,8104.6,8.104600000000001,,0.19489482325889185,0.1978054652737609,0.9345761923585442
159,159,0.12,199,100000.0,,7309.399999999999,7.309399999999998,,0.19586603984929524,0.2019408984587992,0.948080776134876
