,Simulation Number,ExitSlit.openingHeight,Laser.photonEnergy,Laser.numberRays,M1.shortRadius,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
32,32,0.12,100,300000.0,33.200000000000045,,22737.52,7.579173333333334,,0.01997448919169756,0.13199714681502725,0.003801094638622264
33,33,0.12,100,300000.0,33.30000000000005,,22729.24,7.576413333333333,,0.01994287486810947,0.1322228931069062,0.0036977901409113367
34,34,0.12,100,300000.0,33.40000000000005,,22727.44,7.575813333333333,,0.019949423336871632,0.12726241026917584,0.00379334488771308
35,35,0.12,100,300000.0,33.50000000000005,,22725.2,7.575066666666667,,0.019920545633531215,0.12396345811274483,0.00390748197538865
36,36,0.12,100,300000.0,33.60000000000005,,22667.92,7.555973333333334,,0.019896160587322808,0.12417787038678736,0.003900341036961136
37,37,0.12,100,300000.0,33.70000000000005,,22740.8,7.580266666666666,,0.019972284936687287,0.1220312111618866,0.0038330537592709568
38,38,0.12,100,300000.0,33.800000000000054,,22748.16,7.58272,,0.01997037699012935,0.12577586354570983,0.0039206767559845
39,39,0.12,100,300000.0,33.900000000000055,,22731.32,7.5771066666666655,,0.019960968955456335,0.11462126508888967,0.003927452276137637
40,40,0.12,100,300000.0,34.00000000000006,,22735.08,7.57836,,0.01998992576564888,0.11040225254139024,0.003914137502372312
41,41,0.12,100,300000.0,34.10000000000006,,22762.2,7.587399999999999,,0.019956290305835296,0.11678838552520349,0.0038010861193062185
42,42,0.12,100,300000.0,34.20000000000006,,22760.96,7.586986666666669,,0.019981903241005624,0.1094212870571098,0.0038469149569812094
43,43,0.12,100,300000.0,34.30000000000006,,22724.72,7.574906666666665,,0.019984105121187097,0.11079355857003884,0.0038613812822748225
44,44,0.12,100,300000.0,34.40000000000006,,22712.2,7.570733333333334,,0.01993843052473551,0.105828059410536,0.003848165896634668
45,45,0.12,100,300000.0,34.500000000000064,,22747.28,7.582426666666666,,0.019903812111660386,0.10359051194212576,0.003919904538179414
46,46,0.12,100,300000.0,34.600000000000065,,22736.28,7.57876,,0.019969632213899895,0.10843882402151736,0.003913913523730702
47,47,0.12,100,300000.0,34.70000000000007,,22700.36,7.566786666666665,,0.019954678914548933,0.10300156271177248,0.003763471195757809
48,48,0.12,100,300000.0,34.80000000000007,,22744.08,7.581359999999998,,0.019973303940059847,0.10004596084197988,0.003956921012752089
49,49,0.12,100,300000.0,34.90000000000007,,22739.56,7.5798533333333316,,0.019930624326937048,0.10332414990539936,0.0038480627083986793
50,50,0.12,100,300000.0,35.00000000000007,,22750.04,7.583346666666666,,0.019968041392585865,0.09909840015287073,0.0038963581273894128
51,51,0.12,100,300000.0,35.10000000000007,,22733.96,7.577986666666667,,0.019973489506512006,0.09841086654175712,0.003896357180216448
52,52,0.12,100,300000.0,35.200000000000074,,22732.24,7.57741333333333,,0.01997354854806588,0.09474214054417576,0.003934443071304408
53,53,0.12,100,300000.0,35.300000000000075,,22756.96,7.585653333333333,,0.019985605507530407,0.08863762117677222,0.003924377726762735
54,54,0.12,100,300000.0,35.40000000000008,,22740.0,7.58,,0.019881821827844415,0.09312660552066934,0.0039315634105034575
55,55,0.12,100,300000.0,35.50000000000008,,22735.72,7.578573333333335,,0.01996749915942928,0.08909083620669371,0.003961160214936198
56,56,0.12,100,300000.0,35.60000000000008,,22737.76,7.579253333333335,,0.01870413038020033,0.08891118214568015,0.0038455504936429534
57,57,0.12,100,300000.0,35.70000000000008,,22701.88,7.567293333333331,,0.019979913870467388,0.0860707052818892,0.003910164064338382
58,58,0.12,100,300000.0,35.80000000000008,,22709.48,7.569826666666666,,0.019982765003659322,0.08107075512316084,0.003898488039266093
59,59,0.12,100,300000.0,35.900000000000084,,22732.36,7.577453333333331,,0.019963352383286406,0.08281000811047289,0.0038368701236112224
60,60,0.12,100,300000.0,36.000000000000085,,22705.88,7.568626666666666,,0.019901353824819806,0.08145711228959292,0.003948075719174577
61,61,0.12,100,300000.0,36.10000000000009,,22725.16,7.575053333333335,,0.019960424954830955,0.07860697585787137,0.0037668010231742986
62,62,0.12,100,300000.0,36.20000000000009,,22710.32,7.570106666666666,,0.019983622544020817,0.07658840852653427,0.003973552939074384
63,63,0.12,100,300000.0,36.30000000000009,,22723.08,7.57436,,0.019957155369679073,0.07639847172732998,0.0038885587860012657
64,64,0.12,100,300000.0,36.40000000000009,,22754.36,7.584786666666665,,0.019987533371128165,0.07830534096159597,0.0039318450481623055
65,65,0.12,100,300000.0,36.50000000000009,,22697.32,7.565773333333331,,0.01989909117021,0.07326242563180206,0.003982690805558816
66,66,0.12,100,300000.0,36.600000000000094,,22707.84,7.56928,,0.01996383508358576,0.07191606098229464,0.003996357586847648
67,67,0.12,100,300000.0,36.700000000000095,,22742.76,7.58092,,0.01992910681165824,0.07023905240867914,0.003841904637656944
68,68,0.12,100,300000.0,36.8000000000001,,22691.28,7.56376,,0.019823665390289878,0.0690190566788343,0.003862750568870872
69,69,0.12,100,300000.0,36.9000000000001,,22728.64,7.576213333333331,,0.019863845403397706,0.0646762494012935,0.0039088378201410975
70,70,0.12,100,300000.0,37.0000000000001,,22736.08,7.578693333333333,,0.019952470952987935,0.06472875322267915,0.00393619059449384
71,71,0.12,100,300000.0,37.1000000000001,,22703.48,7.567826666666666,,0.019984570934144012,0.06443063441635193,0.003966528411340507
72,72,0.12,100,300000.0,37.2000000000001,,22744.92,7.581640000000003,,0.019981147171510543,0.06303870380293028,0.0039220573639167375
73,73,0.12,100,300000.0,37.3000000000001,,22704.48,7.56816,,0.018708823694493455,0.0592787723200419,0.0039149839665254494
74,74,0.12,100,300000.0,37.400000000000105,,22713.84,7.57128,,0.019975625375830648,0.05769828034892989,0.003972486658857175
75,75,0.12,100,300000.0,37.50000000000011,,22741.44,7.580479999999999,,0.019947627257579936,0.058742946708752616,0.003972853859542417
76,76,0.12,100,300000.0,37.60000000000011,,22685.76,7.56192,,0.0199538591710234,0.05549049674848992,0.0038362616654857777
77,77,0.12,100,300000.0,37.70000000000011,,22755.52,7.585173333333331,,0.019957496313882644,0.054764087265303525,0.003936554378215298
78,78,0.12,100,300000.0,37.80000000000011,,22764.88,7.5882933333333344,,0.019967790104385583,0.05249137939805952,0.003903917647151005
79,79,0.12,100,300000.0,37.90000000000011,,22695.08,7.5650266666666655,,0.019914797501796217,0.05451339093639117,0.004025096501509728
80,80,0.12,100,300000.0,38.000000000000114,,22718.2,7.572733333333333,,0.019977318150055795,0.05090514535360298,0.0039901718615237515
81,81,0.12,100,300000.0,38.10000000000012,,22723.64,7.574546666666667,,0.01996515264454956,0.04974505774613169,0.003982425571491877
82,82,0.12,100,300000.0,38.20000000000012,,22726.92,7.57564,,0.019852958979841445,0.046222127325066815,0.004004925507331353
83,83,0.12,100,300000.0,38.30000000000012,,22731.6,7.5772,,0.01996764487648193,0.04551571379465401,0.00385389782812512
84,84,0.12,100,300000.0,38.40000000000012,,22692.84,7.564279999999998,,0.019974016339044737,0.044025438779520046,0.003866206130177513
85,85,0.12,100,300000.0,38.50000000000012,,22715.8,7.571933333333331,,0.01999229732027743,0.04265669514607841,0.003989946456767045
86,86,0.12,100,300000.0,38.60000000000012,,22688.6,7.562866666666667,,0.019927475740250316,0.04104204585646924,0.0039720395303169415
87,87,0.12,100,300000.0,38.70000000000013,,22756.6,7.585533333333333,,0.0199607185007153,0.041212439131060256,0.003998450541963368
88,88,0.12,100,300000.0,38.800000000000125,,22658.96,7.552986666666666,,0.019981696314517308,0.03664394303527688,0.003924903600594416
89,89,0.12,100,300000.0,38.90000000000013,,22714.92,7.571639999999999,,0.019912723963487904,0.035779138107508726,0.003826102911091751
90,90,0.12,100,300000.0,39.00000000000013,,22696.24,7.565413333333333,,0.019971258955563936,0.035875727306329847,0.003914834508521268
91,91,0.12,100,300000.0,39.10000000000013,,22728.68,7.576226666666667,,0.019973110063429545,0.03525826076394047,0.003914220632938949
92,92,0.12,100,300000.0,39.20000000000013,,22691.68,7.563893333333331,,0.019975523402810606,0.035736550799045176,0.003923523052395019
93,93,0.12,100,300000.0,39.30000000000013,,22740.84,7.58028,,0.019984340667227228,0.030850496824264374,0.003945536399617008
94,94,0.12,100,300000.0,39.40000000000013,,22693.32,7.56444,,0.019971756269986252,0.032016373960988324,0.003944985471164864
95,95,0.12,100,300000.0,39.500000000000135,,22740.2,7.580066666666667,,0.01996007235521688,0.03122118368396036,0.003928381930268539
96,96,0.12,100,300000.0,39.600000000000136,,22728.04,7.576013333333333,,0.01996324273211144,0.029580986991781407,0.003978529853481808
97,97,0.12,100,300000.0,39.70000000000014,,22704.2,7.568066666666666,,0.019955400500556376,0.028882054841923584,0.004026134986220337
98,98,0.12,100,300000.0,39.80000000000014,,22753.16,7.584386666666667,,0.018655248255387752,0.026647934711487152,0.0039694184722463164
99,99,0.12,100,300000.0,39.90000000000014,,22674.68,7.558226666666667,,0.019966537316279866,0.024684390573932336,0.003993798197921189
100,100,0.12,100,300000.0,40.00000000000014,,22710.16,7.570053333333334,,0.01988754765118358,0.02500740067863072,0.003983260950334685
101,101,0.12,100,300000.0,40.10000000000014,,22669.08,7.556359999999998,,0.019971381859821804,0.021902680565344664,0.003997181573449254
102,102,0.12,100,300000.0,40.20000000000015,,22744.44,7.58148,,0.019946719780467675,0.02217014228437656,0.004012853231229256
103,103,0.12,100,300000.0,40.30000000000015,,22731.28,7.577093333333333,,0.019983309768742286,0.021621309693622887,0.00398240105671238
104,104,0.12,100,300000.0,40.40000000000015,,22725.28,7.575093333333333,,0.019933912827628433,0.019941780264568925,0.004037958877750611
105,105,0.12,100,300000.0,40.50000000000015,,22694.68,7.564893333333333,,0.01996840008541028,0.01745273952195641,0.0038932004707784114
106,106,0.12,100,300000.0,40.60000000000015,,22726.04,7.575346666666666,,0.019978596937941687,0.017577976272611186,0.004006485268240597
107,107,0.12,100,300000.0,40.70000000000015,,22694.84,7.564946666666666,,0.019984283108723844,0.017765378022995444,0.003943920369177674
108,108,0.12,100,300000.0,40.80000000000015,,22682.0,7.560666666666665,,0.019968708739630758,0.01661956723925831,0.003987466829736237
109,109,0.12,100,300000.0,40.90000000000016,,22689.0,7.562999999999999,,0.01995873666103023,0.01523646567024044,0.003992953944641027
110,110,0.12,100,300000.0,41.00000000000016,,22724.72,7.574906666666665,,0.0199598870361632,0.014974370714194588,0.003992251688051974
111,111,0.12,100,300000.0,41.10000000000016,,22728.48,7.576159999999998,,0.019972473078962594,0.014739668185292995,0.0039124099842796165
112,112,0.12,100,300000.0,41.20000000000016,,22753.68,7.58456,,0.019974732650018152,0.014343150044799148,0.0039850027457897196
113,113,0.12,100,300000.0,41.30000000000016,,22673.2,7.557733333333333,,0.019937960180412235,0.01405006606358422,0.00398770807116227
114,114,0.12,100,300000.0,41.40000000000016,,22727.08,7.575693333333333,,0.019980075475131684,0.013038656486286236,0.003989946150066899
115,115,0.12,100,300000.0,41.50000000000016,,22701.16,7.567053333333335,,0.0199790659867972,0.013140400516699402,0.003989794234710875
116,116,0.12,100,300000.0,41.600000000000165,,22708.72,7.569573333333331,,0.01996802036132692,0.01331394936836646,0.003953182296025532
117,117,0.12,100,300000.0,41.700000000000166,,22711.88,7.570626666666666,,0.019949013204565626,0.012783739324440806,0.003965264401062454
118,118,0.12,100,300000.0,41.80000000000017,,22710.04,7.570013333333333,,0.01997691429290228,0.012837366481921807,0.003960402346967125
119,119,0.12,100,300000.0,41.90000000000017,,22717.88,7.572626666666667,,0.019966279015663415,0.012725650481731406,0.003996475228784245
120,120,0.12,100,300000.0,42.00000000000017,,22698.44,7.566146666666666,,0.019962037495676557,0.013339966524885524,0.0040215171999840055
121,121,0.12,100,300000.0,42.10000000000017,,22692.84,7.564280000000002,,0.019932614240136672,0.013388678860458997,0.003990787872479045
122,122,0.12,100,300000.0,42.20000000000017,,22719.64,7.5732133333333325,,0.018709033983342383,0.014924827806200866,0.003998703429815247
123,123,0.12,100,300000.0,42.300000000000175,,22664.0,7.554666666666666,,0.01998980329299172,0.014667333051732215,0.0040323981377180275
124,124,0.12,100,300000.0,42.400000000000176,,22678.0,7.559333333333333,,0.01997220574030564,0.015637280654986076,0.003959087679914342
125,125,0.12,100,300000.0,42.50000000000018,,22702.12,7.567373333333332,,0.019973428090430612,0.015957857108210353,0.003999757742945756
126,126,0.12,100,300000.0,42.60000000000018,,22704.92,7.568306666666667,,0.019960122479217263,0.01686103529102708,0.00400637682401181
127,127,0.12,100,300000.0,42.70000000000018,,22682.8,7.560933333333331,,0.019972149549819844,0.017679975669644344,0.004021240419399859
128,128,0.12,100,300000.0,42.80000000000018,,22694.6,7.564866666666667,,0.019977880558838024,0.018801289361154588,0.003978428937112472
129,129,0.12,100,300000.0,42.90000000000018,,22699.84,7.566613333333333,,0.019989874219720035,0.018971628426476657,0.00399866579335358
130,130,0.12,100,300000.0,43.000000000000185,,22672.24,7.557413333333333,,0.01998282432776591,0.019741158154070088,0.0039905229208215005
131,131,0.12,100,300000.0,43.100000000000186,,22711.72,7.570573333333333,,0.019922835600289655,0.020743905308866467,0.003981895270977637
132,132,0.12,100,300000.0,43.20000000000019,,22687.84,7.562613333333334,,0.019972245021612597,0.021120057534819,0.0039855724080378446
133,133,0.12,100,300000.0,43.30000000000019,,22730.92,7.576973333333333,,0.019932065825336732,0.022002611876936588,0.003984944564546958
134,134,0.12,100,300000.0,43.40000000000019,,22651.64,7.550546666666666,,0.019970306129590085,0.025080729917338743,0.003944956327976989
135,135,0.12,100,300000.0,43.50000000000019,,22663.68,7.554559999999999,,0.019978733193627248,0.024125452506838944,0.003978414636386825
136,136,0.12,100,300000.0,43.60000000000019,,22700.76,7.566920000000001,,0.019978225322044525,0.02518049638958172,0.0039869602211016165
137,137,0.12,100,300000.0,43.7000000000002,,22720.44,7.573479999999998,,0.019971125336246585,0.02613483920748228,0.003988972712284938
138,138,0.12,100,300000.0,43.8000000000002,,22714.04,7.571346666666667,,0.019981573605336395,0.028635392592103456,0.003982009573598864
139,139,0.12,100,300000.0,43.9000000000002,,22668.6,7.556200000000001,,0.019981638690878756,0.028496635597609697,0.003972996352999275
140,140,0.12,100,300000.0,44.0000000000002,,22710.8,7.570266666666666,,0.019926748991254607,0.03073344345431752,0.003938788209724852
141,141,0.12,100,300000.0,44.1000000000002,,22740.04,7.580013333333331,,0.01996780719522292,0.03040740997230649,0.004005287998482952
142,142,0.12,100,300000.0,44.2000000000002,,22668.6,7.556199999999999,,0.019968888689364233,0.031132911969953353,0.004000422669346507
143,143,0.12,100,300000.0,44.3000000000002,,22721.2,7.573733333333331,,0.019941455080784747,0.031317647974507465,0.003921203467362231
144,144,0.12,100,300000.0,44.400000000000205,,22678.0,7.559333333333333,,0.01998039008890771,0.03507837150331137,0.003928127673338035
145,145,0.12,100,300000.0,44.500000000000206,,22695.68,7.565226666666667,,0.01995901781688588,0.03398002682942591,0.003968532335207976
146,146,0.12,100,300000.0,44.60000000000021,,22673.4,7.5578,,0.01995253672790568,0.03618403645564922,0.003985838527560158
147,147,0.12,100,300000.0,44.70000000000021,,22709.6,7.569866666666665,,0.019968304108259644,0.03618938750021211,0.0039387518566367285
148,148,0.12,100,300000.0,44.80000000000021,,22731.76,7.577253333333333,,0.0199118508250956,0.03957530691667855,0.004002794437668355
149,149,0.12,100,300000.0,44.90000000000021,,22711.08,7.570359999999998,,0.01995627160990864,0.038330905523992376,0.0039710698190752285
150,150,0.12,100,300000.0,45.00000000000021,,22733.8,7.577933333333331,,0.01998105604870091,0.0400316862551939,0.004022904535918106
151,151,0.12,100,300000.0,45.100000000000215,,22746.2,7.582066666666665,,0.019962721764104567,0.04003314674814484,0.0038470032770133696
152,152,0.12,100,300000.0,45.200000000000216,,22719.28,7.573093333333331,,0.019977178462156645,0.0422026603633413,0.004003330193238154
153,153,0.12,100,300000.0,45.30000000000022,,22669.0,7.556333333333335,,0.019960172222873208,0.04285076968830879,0.00393744817900102
154,154,0.12,100,300000.0,45.40000000000022,,22713.0,7.571,,0.019979075721632284,0.040880484733643904,0.004010036681925142
155,155,0.12,100,300000.0,45.50000000000022,,22684.52,7.5615066666666655,,0.019930908856285894,0.04467499784732831,0.003870074379826484
156,156,0.12,100,300000.0,45.60000000000022,,22743.76,7.581253333333333,,0.019934280341485647,0.04607022007088277,0.004008634407852228
157,157,0.12,100,300000.0,45.70000000000022,,22701.84,7.567280000000002,,0.019967882493220374,0.04727026790911687,0.003993843631628651
158,158,0.12,100,300000.0,45.80000000000023,,22762.48,7.5874933333333345,,0.01997587616408168,0.047625774629328266,0.003999621000849001
159,159,0.12,100,300000.0,45.90000000000023,,22674.48,7.55816,,0.01988039375732967,0.046270055843751184,0.004008071883980014
160,160,0.12,100,300000.0,46.00000000000023,,22705.76,7.568586666666666,,0.019977389256487184,0.04839083073409228,0.004013815444729642
161,161,0.12,100,300000.0,46.10000000000023,,22694.84,7.564946666666666,,0.01998355859619778,0.05089951030568193,0.0040021998376758875
162,162,0.12,100,300000.0,46.20000000000023,,22687.84,7.562613333333333,,0.019920725424963166,0.053524205209151646,0.0040015896425240035
163,163,0.12,100,300000.0,46.30000000000023,,22705.44,7.568480000000002,,0.019964787563609435,0.05231969736634863,0.003996016506267044
164,164,0.12,100,300000.0,46.40000000000023,,22752.68,7.584226666666667,,0.01996015161488344,0.05415620305918788,0.003917130562245826
165,165,0.12,100,300000.0,46.50000000000024,,22678.64,7.559546666666667,,0.018695231256940132,0.05562924708685957,0.004010530356987936
166,166,0.12,100,300000.0,46.60000000000024,,22697.8,7.565933333333331,,0.01997242709808233,0.05488132045461232,0.004037884416531466
167,167,0.12,100,300000.0,46.70000000000024,,22716.72,7.57224,,0.019927087751217976,0.05727129645998493,0.004001678187644954
168,168,0.12,100,300000.0,46.80000000000024,,22732.28,7.577426666666668,,0.01997262867880465,0.05588415570602431,0.0039238226806724095
169,169,0.12,100,300000.0,46.90000000000024,,22669.0,7.556333333333331,,0.019975368314334788,0.05620690854662536,0.00396217658669487
170,170,0.12,100,300000.0,47.00000000000024,,22671.72,7.55724,,0.019977945577630864,0.061081484083729466,0.00390580028217886
171,171,0.12,100,300000.0,47.10000000000024,,22677.0,7.559,,0.019984933830233444,0.06107077932052237,0.004017049447807635
172,172,0.12,100,300000.0,47.20000000000024,,22737.08,7.579026666666666,,0.01995910760621996,0.05940235733388116,0.003915210823190745
173,173,0.12,100,300000.0,47.300000000000246,,22685.24,7.561746666666667,,0.019987438415501515,0.061952726928256686,0.003963641496701403
174,174,0.12,100,300000.0,47.40000000000025,,22700.24,7.566746666666667,,0.01998435753106321,0.06472997280941442,0.003951547916359014
175,175,0.12,100,300000.0,47.50000000000025,,22677.4,7.559133333333333,,0.01998144537221151,0.06378601468450718,0.004005564052907156
176,176,0.12,100,300000.0,47.60000000000025,,22704.4,7.568133333333333,,0.019979337344643112,0.0664957864416747,0.003923465161932901
177,177,0.12,100,300000.0,47.70000000000025,,22662.92,7.554306666666665,,0.019945752206737662,0.0637053287054239,0.004039265366323143
178,178,0.12,100,300000.0,47.80000000000025,,22708.36,7.569453333333333,,0.019974584611471183,0.06453558246390306,0.003958943455289772
179,179,0.12,100,300000.0,47.900000000000254,,22667.2,7.5557333333333325,,0.019979077943606285,0.0681843639286321,0.003916469746790816
180,180,0.12,100,300000.0,48.000000000000256,,22655.56,7.551853333333333,,0.019970675448900008,0.06912869450296188,0.00400641221801319
181,181,0.12,100,300000.0,48.10000000000026,,22691.56,7.5638533333333315,,0.01998639594197357,0.06956298136584124,0.003996885849563426
182,182,0.12,100,300000.0,48.20000000000026,,22728.68,7.576226666666667,,0.018705822799182543,0.07177878251384621,0.00396153451002534
183,183,0.12,100,300000.0,48.30000000000026,,22689.6,7.5632,,0.01997157927639876,0.07310347075764499,0.004008524071485027
184,184,0.12,100,300000.0,48.40000000000026,,22678.72,7.559573333333335,,0.018673838780822696,0.07264808444526567,0.003991853984809076
185,185,0.12,100,300000.0,48.50000000000026,,22697.8,7.565933333333331,,0.019979911213742978,0.07254006219308012,0.0039207285429426475
186,186,0.12,100,300000.0,48.60000000000026,,22658.8,7.552933333333333,,0.019969466788692217,0.07432502398905573,0.004013231127369181
187,187,0.12,100,300000.0,48.700000000000266,,22703.24,7.5677466666666655,,0.018677368217483996,0.07576643752860743,0.004021384082526517
188,188,0.12,100,300000.0,48.80000000000027,,22680.04,7.560013333333333,,0.019965347968862943,0.07377991185886722,0.003989569657901105
189,189,0.12,100,300000.0,48.90000000000027,,22647.24,7.549080000000002,,0.019956112888131088,0.07726226815806425,0.0039586244723335
190,190,0.12,100,300000.0,49.00000000000027,,22663.28,7.554426666666667,,0.019971373095042395,0.0761923868640506,0.004007766995883734
191,191,0.12,100,300000.0,49.10000000000027,,22704.48,7.56816,,0.019962170753539683,0.07880535510658,0.004016485828837644
192,192,0.12,100,300000.0,49.20000000000027,,22676.6,7.558866666666666,,0.01995441492622717,0.07988971543358793,0.003919917909366737
193,193,0.12,100,300000.0,49.300000000000274,,22704.88,7.568293333333334,,0.019962403060108044,0.08189451623521393,0.004016336269805759
194,194,0.12,100,300000.0,49.40000000000028,,22696.0,7.565333333333333,,0.01996206508943999,0.07816199537413364,0.0039035789000973326
195,195,0.12,100,300000.0,49.50000000000028,,22688.12,7.562706666666665,,0.019871226589697814,0.08187282528121932,0.0039899371926926065
196,196,0.12,100,300000.0,49.60000000000028,,22666.96,7.555653333333333,,0.01997156682919126,0.08663465593783767,0.00399171089637604
197,197,0.12,100,300000.0,49.70000000000028,,22667.0,7.555666666666667,,0.01997668467314952,0.08835311350997874,0.004030787219045621
198,198,0.12,100,300000.0,49.80000000000028,,22666.32,7.55544,,0.01997274866384203,0.08627544711862845,0.0040063022065589884
199,199,0.12,100,300000.0,49.90000000000028,,22683.92,7.561306666666666,,0.01994650142909848,0.08533528102472084,0.003972804941241992
