,Simulation Number,ExitSlit.openingHeight,Laser.photonEnergy,Laser.numberRays,M1.shortRadius,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
57,57,0.12,100,300000.0,35.70000000000008,,113509.4,37.83646666666666,,0.09989956935233693,0.430353526409446,0.01955082032169191
58,58,0.12,100,300000.0,35.80000000000008,,113547.4,37.84913333333333,,0.09991382501829663,0.40535377561580416,0.019492440196330466
59,59,0.12,100,300000.0,35.900000000000084,,113661.8,37.887266666666655,,0.09981676191643203,0.4140500405523645,0.019184350618056113
60,60,0.12,100,300000.0,36.000000000000085,,113529.4,37.84313333333333,,0.09950676912409905,0.4072855614479646,0.01974037859587289
61,61,0.12,100,300000.0,36.10000000000009,,113625.8,37.87526666666666,,0.09980212477415475,0.3930348792893568,0.01883400511587149
62,62,0.12,100,300000.0,36.20000000000009,,113551.6,37.85053333333333,,0.09991811272010408,0.38294204263267134,0.01986776469537192
63,63,0.12,100,300000.0,36.30000000000009,,113615.4,37.8718,,0.09978577684839536,0.38199235863664993,0.01944279393000633
64,64,0.12,100,300000.0,36.40000000000009,,113771.8,37.92393333333333,,0.09993766685564083,0.3915267048079799,0.01965922524081153
65,65,0.12,100,300000.0,36.50000000000009,,113486.6,37.828866666666656,,0.09949545585105,0.3663121281590104,0.01991345402779408
66,66,0.12,100,300000.0,36.600000000000094,,113539.2,37.8464,,0.0998191754179288,0.3595803049114732,0.019981787934238233
67,67,0.12,100,300000.0,36.700000000000095,,113713.8,37.9046,,0.0996455340582912,0.35119526204339574,0.01920952318828472
68,68,0.12,100,300000.0,36.8000000000001,,113456.4,37.8188,,0.09911832695144936,0.3450952833941715,0.01931375284435436
69,69,0.12,100,300000.0,36.9000000000001,,113643.2,37.881066666666655,,0.09931922701698852,0.3233812470064676,0.01954418910070549
70,70,0.12,100,300000.0,37.0000000000001,,113680.4,37.89346666666666,,0.09976235476493968,0.32364376611339574,0.0196809529724692
71,71,0.12,100,300000.0,37.1000000000001,,113517.4,37.83913333333333,,0.09992285467072008,0.32215317208175964,0.019832642056702536
72,72,0.12,100,300000.0,37.2000000000001,,113724.6,37.90820000000001,,0.09990573585755273,0.3151935190146514,0.019610286819583694
73,73,0.12,100,300000.0,37.3000000000001,,113522.4,37.8408,,0.09354411847246728,0.29639386160020953,0.019574919832627248
74,74,0.12,100,300000.0,37.400000000000105,,113569.2,37.856399999999994,,0.09987812687915325,0.28849140174464943,0.019862433294285876
75,75,0.12,100,300000.0,37.50000000000011,,113707.2,37.9024,,0.09973813628789968,0.2937147335437631,0.019864269297712088
76,76,0.12,100,300000.0,37.60000000000011,,113428.8,37.8096,,0.09976929585511697,0.2774524837424496,0.019181308327428887
77,77,0.12,100,300000.0,37.70000000000011,,113777.6,37.92586666666666,,0.09978748156941322,0.27382043632651765,0.01968277189107649
78,78,0.12,100,300000.0,37.80000000000011,,113824.4,37.94146666666667,,0.09983895052192791,0.2624568969902976,0.019519588235755028
79,79,0.12,100,300000.0,37.90000000000011,,113475.4,37.825133333333326,,0.09957398750898108,0.27256695468195585,0.02012548250754864
80,80,0.12,100,300000.0,38.000000000000114,,113591.0,37.86366666666667,,0.09988659075027896,0.2545257267680149,0.01995085930761875
81,81,0.12,100,300000.0,38.10000000000012,,113618.2,37.872733333333336,,0.0998257632227478,0.24872528873065847,0.019912127857459383
82,82,0.12,100,300000.0,38.20000000000012,,113634.6,37.8782,,0.09926479489920721,0.23111063662533407,0.020024627536656764
83,83,0.12,100,300000.0,38.30000000000012,,113658.0,37.886,,0.09983822438240963,0.22757856897327,0.0192694891406256
84,84,0.12,100,300000.0,38.40000000000012,,113464.2,37.8214,,0.09987008169522368,0.22012719389760024,0.019331030650887565
85,85,0.12,100,300000.0,38.50000000000012,,113579.0,37.859666666666655,,0.09996148660138716,0.213283475730392,0.019949732283835224
86,86,0.12,100,300000.0,38.60000000000012,,113443.0,37.81433333333334,,0.09963737870125158,0.20521022928234617,0.019860197651584702
87,87,0.12,100,300000.0,38.70000000000013,,113783.0,37.92766666666667,,0.09980359250357651,0.2060621956553013,0.01999225270981684
88,88,0.12,100,300000.0,38.800000000000125,,113294.8,37.764933333333325,,0.09990848157258654,0.1832197151763844,0.01962451800297208
89,89,0.12,100,300000.0,38.90000000000013,,113574.6,37.8582,,0.09956361981743952,0.1788956905375436,0.019130514555458757
90,90,0.12,100,300000.0,39.00000000000013,,113481.2,37.82706666666667,,0.09985629477781968,0.17937863653164923,0.019574172542606343
91,91,0.12,100,300000.0,39.10000000000013,,113643.4,37.88113333333333,,0.09986555031714771,0.17629130381970237,0.019571103164694743
92,92,0.12,100,300000.0,39.20000000000013,,113458.4,37.819466666666656,,0.09987761701405305,0.17868275399522587,0.019617615261975092
93,93,0.12,100,300000.0,39.30000000000013,,113704.2,37.9014,,0.09992170333613615,0.15425248412132186,0.01972768199808504
94,94,0.12,100,300000.0,39.40000000000013,,113466.6,37.8222,,0.09985878134993129,0.16008186980494163,0.01972492735582432
95,95,0.12,100,300000.0,39.500000000000135,,113701.0,37.900333333333336,,0.0998003617760844,0.1561059184198018,0.019641909651342698
96,96,0.12,100,300000.0,39.600000000000136,,113640.2,37.88006666666666,,0.0998162136605572,0.14790493495890705,0.019892649267409045
97,97,0.12,100,300000.0,39.70000000000014,,113521.0,37.84033333333333,,0.0997770025027819,0.1444102742096179,0.020130674931101687
98,98,0.12,100,300000.0,39.80000000000014,,113765.8,37.921933333333335,,0.09327624127693877,0.13323967355743577,0.019847092361231583
99,99,0.12,100,300000.0,39.90000000000014,,113373.4,37.79113333333333,,0.09983268658139936,0.1234219528696617,0.019968990989605945
100,100,0.12,100,300000.0,40.00000000000014,,113550.8,37.85026666666666,,0.09943773825591792,0.1250370033931536,0.019916304751673424
101,101,0.12,100,300000.0,40.10000000000014,,113345.4,37.7818,,0.09985690929910902,0.10951340282672332,0.019985907867246272
102,102,0.12,100,300000.0,40.20000000000015,,113722.2,37.9074,,0.09973359890233836,0.1108507114218828,0.02006426615614628
103,103,0.12,100,300000.0,40.30000000000015,,113656.4,37.885466666666666,,0.09991654884371144,0.10810654846811445,0.019912005283561896
104,104,0.12,100,300000.0,40.40000000000015,,113626.4,37.87546666666666,,0.09966956413814217,0.09970890132284464,0.020189794388753055
105,105,0.12,100,300000.0,40.50000000000015,,113473.4,37.824466666666666,,0.0998420004270514,0.08726369760978206,0.019466002353892058
106,106,0.12,100,300000.0,40.60000000000015,,113630.2,37.87673333333333,,0.09989298468970845,0.08788988136305594,0.020032426341202985
107,107,0.12,100,300000.0,40.70000000000015,,113474.2,37.82473333333333,,0.0999214155436192,0.08882689011497721,0.01971960184588837
108,108,0.12,100,300000.0,40.80000000000015,,113410.0,37.80333333333333,,0.09984354369815376,0.08309783619629153,0.019937334148681183
109,109,0.12,100,300000.0,40.90000000000016,,113445.0,37.815,,0.09979368330515113,0.07618232835120221,0.01996476972320513
110,110,0.12,100,300000.0,41.00000000000016,,113623.6,37.874533333333325,,0.09979943518081598,0.07487185357097292,0.019961258440259873
111,111,0.12,100,300000.0,41.10000000000016,,113642.4,37.8808,,0.09986236539481295,0.07369834092646499,0.019562049921398088
112,112,0.12,100,300000.0,41.20000000000016,,113768.4,37.9228,,0.09987366325009076,0.07171575022399575,0.019925013728948594
113,113,0.12,100,300000.0,41.30000000000016,,113366.0,37.78866666666666,,0.09968980090206116,0.0702503303179211,0.019938540355811354
114,114,0.12,100,300000.0,41.40000000000016,,113635.4,37.87846666666666,,0.09990037737565842,0.06519328243143119,0.019949730750334495
115,115,0.12,100,300000.0,41.50000000000016,,113505.8,37.83526666666666,,0.09989532993398595,0.06570200258349701,0.01994897117355437
116,116,0.12,100,300000.0,41.600000000000165,,113543.6,37.847866666666654,,0.09984010180663459,0.0665697468418323,0.019765911480127657
117,117,0.12,100,300000.0,41.700000000000166,,113559.4,37.853133333333325,,0.09974506602282816,0.06391869662220404,0.01982632200531227
118,118,0.12,100,300000.0,41.80000000000017,,113550.2,37.85006666666667,,0.09988457146451139,0.06418683240960904,0.019802011734835628
119,119,0.12,100,300000.0,41.90000000000017,,113589.4,37.86313333333334,,0.09983139507831709,0.06362825240865704,0.019982376143921225
120,120,0.12,100,300000.0,42.00000000000017,,113492.2,37.83073333333333,,0.09981018747838276,0.06669983262442762,0.020107585999920023
121,121,0.12,100,300000.0,42.10000000000017,,113464.2,37.8214,,0.09966307120068336,0.06694339430229497,0.01995393936239522
122,122,0.12,100,300000.0,42.20000000000017,,113598.2,37.86606666666666,,0.09354516991671193,0.07462413903100433,0.019993517149076233
123,123,0.12,100,300000.0,42.300000000000175,,113320.0,37.773333333333326,,0.09994901646495859,0.07333666525866109,0.020161990688590137
124,124,0.12,100,300000.0,42.400000000000176,,113390.0,37.79666666666667,,0.09986102870152819,0.07818640327493037,0.019795438399571708
125,125,0.12,100,300000.0,42.50000000000018,,113510.6,37.836866666666666,,0.09986714045215309,0.07978928554105176,0.019998788714728776
126,126,0.12,100,300000.0,42.60000000000018,,113524.6,37.84153333333334,,0.09980061239608631,0.0843051764551354,0.02003188412005905
127,127,0.12,100,300000.0,42.70000000000018,,113414.0,37.804666666666655,,0.09986074774909921,0.08839987834822172,0.020106202096999298
128,128,0.12,100,300000.0,42.80000000000018,,113473.0,37.824333333333335,,0.09988940279419012,0.09400644680577294,0.01989214468556236
129,129,0.12,100,300000.0,42.90000000000018,,113499.2,37.83306666666667,,0.09994937109860016,0.09485814213238328,0.019993328966767896
130,130,0.12,100,300000.0,43.000000000000185,,113361.2,37.78706666666666,,0.09991412163882957,0.09870579077035044,0.0199526146041075
131,131,0.12,100,300000.0,43.100000000000186,,113558.6,37.85286666666666,,0.09961417800144828,0.10371952654433232,0.019909476354888187
132,132,0.12,100,300000.0,43.20000000000019,,113439.2,37.81306666666667,,0.09986122510806296,0.105600287674095,0.01992786204018922
133,133,0.12,100,300000.0,43.30000000000019,,113654.6,37.88486666666667,,0.09966032912668368,0.11001305938468292,0.01992472282273479
134,134,0.12,100,300000.0,43.40000000000019,,113258.2,37.752733333333325,,0.09985153064795041,0.12540364958669373,0.019724781639884944
135,135,0.12,100,300000.0,43.50000000000019,,113318.4,37.7728,,0.09989366596813624,0.12062726253419472,0.019892073181934124
136,136,0.12,100,300000.0,43.60000000000019,,113503.8,37.83460000000001,,0.0998911266102226,0.1259024819479086,0.019934801105508087
137,137,0.12,100,300000.0,43.7000000000002,,113602.2,37.8674,,0.09985562668123293,0.1306741960374114,0.019944863561424688
138,138,0.12,100,300000.0,43.8000000000002,,113570.2,37.85673333333334,,0.09990786802668195,0.14317696296051727,0.019910047867994315
139,139,0.12,100,300000.0,43.9000000000002,,113343.0,37.781000000000006,,0.09990819345439376,0.1424831779880485,0.019864981764996372
140,140,0.12,100,300000.0,44.0000000000002,,113554.0,37.85133333333333,,0.09963374495627304,0.15366721727158758,0.01969394104862426
141,141,0.12,100,300000.0,44.1000000000002,,113700.2,37.90006666666665,,0.09983903597611457,0.15203704986153244,0.02002643999241476
142,142,0.12,100,300000.0,44.2000000000002,,113343.0,37.781,,0.09984444344682115,0.15566455984976676,0.020002113346732537
143,143,0.12,100,300000.0,44.3000000000002,,113606.0,37.868666666666655,,0.09970727540392373,0.1565882398725373,0.019606017336811155
144,144,0.12,100,300000.0,44.400000000000205,,113390.0,37.79666666666667,,0.09990195044453856,0.1753918575165569,0.019640638366690173
145,145,0.12,100,300000.0,44.500000000000206,,113478.4,37.82613333333334,,0.09979508908442937,0.16990013414712957,0.01984266167603988
146,146,0.12,100,300000.0,44.60000000000021,,113367.0,37.789,,0.0997626836395284,0.18092018227824613,0.01992919263780079
147,147,0.12,100,300000.0,44.70000000000021,,113548.0,37.84933333333333,,0.0998415205412982,0.18094693750106053,0.019693759283183645
148,148,0.12,100,300000.0,44.80000000000021,,113658.8,37.88626666666666,,0.09955925412547799,0.19787653458339277,0.020013972188341778
149,149,0.12,100,300000.0,44.90000000000021,,113555.4,37.8518,,0.0997813580495432,0.19165452761996188,0.019855349095376142
150,150,0.12,100,300000.0,45.00000000000021,,113669.0,37.889666666666656,,0.09990528024350451,0.20015843127596947,0.02011452267959053
151,151,0.12,100,300000.0,45.100000000000215,,113731.0,37.91033333333333,,0.09981360882052284,0.20016573374072416,0.019235016385066847
152,152,0.12,100,300000.0,45.200000000000216,,113596.4,37.865466666666656,,0.09988589231078322,0.21101330181670647,0.020016650966190774
153,153,0.12,100,300000.0,45.30000000000022,,113345.0,37.78166666666667,,0.09980086111436606,0.21425384844154396,0.019687240895005096
154,154,0.12,100,300000.0,45.40000000000022,,113565.0,37.855,,0.0998953786081614,0.2044024236682195,0.02005018340962571
155,155,0.12,100,300000.0,45.50000000000022,,113422.6,37.807533333333325,,0.09965454428142947,0.22337498923664156,0.019350371899132416
156,156,0.12,100,300000.0,45.60000000000022,,113718.8,37.90626666666667,,0.09967140170742823,0.23035110035441383,0.02004317203926114
157,157,0.12,100,300000.0,45.70000000000022,,113509.2,37.8364,,0.09983941246610185,0.23635133954558435,0.01996921815814325
158,158,0.12,100,300000.0,45.80000000000023,,113812.4,37.93746666666667,,0.0998793808204084,0.23812887314664127,0.019998105004245
159,159,0.12,100,300000.0,45.90000000000023,,113372.4,37.7908,,0.09940196878664835,0.23135027921875592,0.020040359419900077
160,160,0.12,100,300000.0,46.00000000000023,,113528.8,37.84293333333333,,0.09988694628243593,0.24195415367046136,0.02006907722364821
161,161,0.12,100,300000.0,46.10000000000023,,113474.2,37.82473333333333,,0.09991779298098889,0.2544975515284097,0.020010999188379435
162,162,0.12,100,300000.0,46.20000000000023,,113439.2,37.81306666666666,,0.09960362712481582,0.2676210260457582,0.020007948212620016
163,163,0.12,100,300000.0,46.30000000000023,,113527.2,37.8424,,0.09982393781804717,0.26159848683174314,0.019980082531335215
164,164,0.12,100,300000.0,46.40000000000023,,113763.4,37.92113333333334,,0.0998007580744172,0.27078101529593934,0.019585652811229128
165,165,0.12,100,300000.0,46.50000000000024,,113393.2,37.79773333333334,,0.09347615628470067,0.27814623543429784,0.02005265178493968
166,166,0.12,100,300000.0,46.60000000000024,,113489.0,37.829666666666654,,0.09986213549041167,0.2744066022730616,0.020189422082657327
167,167,0.12,100,300000.0,46.70000000000024,,113583.6,37.8612,,0.0996354387560899,0.2863564822999246,0.020008390938224773
168,168,0.12,100,300000.0,46.80000000000024,,113661.4,37.88713333333334,,0.09986314339402327,0.27942077853012154,0.01961911340336205
169,169,0.12,100,300000.0,46.90000000000024,,113345.0,37.78166666666666,,0.09987684157167392,0.2810345427331268,0.019810882933474352
170,170,0.12,100,300000.0,47.00000000000024,,113358.6,37.7862,,0.09988972788815433,0.30540742041864727,0.019529001410894295
171,171,0.12,100,300000.0,47.10000000000024,,113385.0,37.795,,0.09992466915116721,0.30535389660261186,0.02008524723903817
172,172,0.12,100,300000.0,47.20000000000024,,113685.4,37.89513333333333,,0.0997955380310998,0.2970117866694058,0.019576054115953728
173,173,0.12,100,300000.0,47.300000000000246,,113426.2,37.808733333333336,,0.09993719207750755,0.3097636346412834,0.019818207483507013
174,174,0.12,100,300000.0,47.40000000000025,,113501.2,37.83373333333333,,0.09992178765531605,0.3236498640470721,0.01975773958179507
175,175,0.12,100,300000.0,47.50000000000025,,113387.0,37.79566666666666,,0.09990722686105753,0.3189300734225359,0.020027820264535777
176,176,0.12,100,300000.0,47.60000000000025,,113522.0,37.84066666666666,,0.09989668672321557,0.3324789322083735,0.019617325809664507
177,177,0.12,100,300000.0,47.70000000000025,,113314.6,37.77153333333333,,0.09972876103368834,0.3185266435271195,0.020196326831615714
178,178,0.12,100,300000.0,47.80000000000025,,113541.8,37.84726666666666,,0.09987292305735591,0.32267791231951526,0.01979471727644886
179,179,0.12,100,300000.0,47.900000000000254,,113336.0,37.778666666666666,,0.09989538971803143,0.3409218196431605,0.01958234873395408
180,180,0.12,100,300000.0,48.000000000000256,,113277.8,37.75926666666666,,0.09985337724450004,0.3456434725148094,0.020032061090065948
181,181,0.12,100,300000.0,48.10000000000026,,113457.8,37.81926666666666,,0.09993197970986785,0.3478149068292062,0.019984429247817136
182,182,0.12,100,300000.0,48.20000000000026,,113643.4,37.88113333333333,,0.09352911399591274,0.3588939125692311,0.019807672550126696
183,183,0.12,100,300000.0,48.30000000000026,,113448.0,37.816,,0.09985789638199377,0.365517353788225,0.02004262035742513
184,184,0.12,100,300000.0,48.40000000000026,,113393.6,37.79786666666667,,0.09336919390411347,0.3632404222263284,0.019959269924045377
185,185,0.12,100,300000.0,48.50000000000026,,113489.0,37.829666666666654,,0.09989955606871488,0.3627003109654006,0.019603642714713237
186,186,0.12,100,300000.0,48.60000000000026,,113294.0,37.76466666666667,,0.09984733394346108,0.3716251199452786,0.020066155636845905
187,187,0.12,100,300000.0,48.700000000000266,,113516.2,37.83873333333333,,0.09338684108741997,0.3788321876430372,0.020106920412632585
188,188,0.12,100,300000.0,48.80000000000027,,113400.2,37.800066666666666,,0.09982673984431473,0.3688995592943361,0.019947848289505524
189,189,0.12,100,300000.0,48.90000000000027,,113236.2,37.7454,,0.09978056444065544,0.38631134079032126,0.019793122361667494
190,190,0.12,100,300000.0,49.00000000000027,,113316.4,37.772133333333336,,0.09985686547521198,0.38096193432025294,0.02003883497941867
191,191,0.12,100,300000.0,49.10000000000027,,113522.4,37.8408,,0.09981085376769841,0.3940267755329,0.020082429144188216
192,192,0.12,100,300000.0,49.20000000000027,,113383.0,37.79433333333333,,0.09977207463113587,0.3994485771679396,0.019599589546833683
193,193,0.12,100,300000.0,49.300000000000274,,113524.4,37.84146666666666,,0.09981201530054022,0.40947258117606966,0.020081681349028796
194,194,0.12,100,300000.0,49.40000000000028,,113480.0,37.82666666666666,,0.09981032544719995,0.39080997687066815,0.019517894500486663
195,195,0.12,100,300000.0,49.50000000000028,,113440.6,37.813533333333325,,0.09935613294848905,0.40936412640609654,0.019949685963463037
196,196,0.12,100,300000.0,49.60000000000028,,113334.8,37.77826666666667,,0.09985783414595632,0.4331732796891885,0.0199585544818802
197,197,0.12,100,300000.0,49.70000000000028,,113335.0,37.778333333333336,,0.0998834233657476,0.44176556754989366,0.020153936095228104
198,198,0.12,100,300000.0,49.80000000000028,,113331.6,37.7772,,0.09986374331921011,0.4313772355931422,0.020031511032794946
199,199,0.12,100,300000.0,49.90000000000028,,113419.6,37.80653333333333,,0.09973250714549238,0.42667640512360416,0.01986402470620996
