,Simulation Number,ExitSlit.openingHeight,Laser.photonEnergy,Laser.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
34,34,0.12,74,100000.0,,2763.4,2.7634,,0.014704614787811463,0.04030473392709928,0.004404127535550977
35,35,0.12,75,100000.0,,3053.6,3.0535999999999994,,0.014935113318850312,0.0388116613085742,0.004256846369380974
36,36,0.12,76,100000.0,,3336.6400000000003,3.3366400000000005,,0.015138911725548496,0.03933767171952227,0.004223059220353632
37,37,0.12,77,100000.0,,3618.64,3.61864,,0.01534411989358432,0.04048311103360351,0.0041330764235120295
38,38,0.12,78,100000.0,,3912.52,3.91252,,0.01554451458243875,0.03799484004339375,0.004212086389293681
39,39,0.12,79,100000.0,,4226.84,4.22684,,0.0157554371095722,0.03857205949977528,0.004231974153562703
40,40,0.12,80,100000.0,,4541.4400000000005,4.54144,,0.01595086699739056,0.03873145120939199,0.004091942207334114
41,41,0.12,81,100000.0,,4821.84,4.82184,,0.015679866988559752,0.04175521279133788,0.004013072979236297
42,42,0.12,82,100000.0,,5086.64,5.08664,,0.01629031737768969,0.0403903391543596,0.004111065382907312
43,43,0.12,83,100000.0,,5336.64,5.33664,,0.0165473352384555,0.03982773231322943,0.004096755044676677
44,44,0.12,84,100000.0,,5570.4,5.570399999999999,,0.016719900987655478,0.0399999040253424,0.0040584576435089646
45,45,0.12,85,100000.0,,5761.32,5.76132,,0.01693174985265898,0.038110702281384544,0.0039483239097775425
46,46,0.12,86,100000.0,,6030.48,6.03048,,0.017133110546704983,0.039533220358236525,0.003964343797470793
47,47,0.12,87,100000.0,,6272.96,6.27296,,0.017343645060834093,0.04049535255130564,0.004069363807744626
48,48,0.12,88,100000.0,,6500.2,6.5002,,0.01642834237936334,0.0410625850097094,0.004010236632634108
49,49,0.12,89,100000.0,,6709.039999999999,6.70904,,0.017765293671876063,0.040543896117991925,0.003895089494004456
50,50,0.12,90,100000.0,,6862.280000000001,6.86228,,0.017845512905844886,0.04024407974951322,0.004157034692005048
51,51,0.12,91,100000.0,,6984.24,6.98424,,0.018087512419165248,0.04073188882170472,0.00397169579461842
52,52,0.12,92,100000.0,,7060.44,7.060439999999998,,0.018289171526950553,0.040037185068878926,0.0039047443958853552
53,53,0.12,93,100000.0,,7132.360000000001,7.13236,,0.0184962774815142,0.04135794344389233,0.0038774676546914225
54,54,0.12,94,100000.0,,7250.36,7.25036,,0.01876334448969544,0.038666611504535583,0.0038976379304850534
55,55,0.12,95,100000.0,,7357.28,7.35728,,0.01895354031674685,0.04098847401808582,0.00400409675257456
56,56,0.12,96,100000.0,,7427.76,7.427760000000002,,0.019139657596738288,0.03827550218115304,0.003940872061906191
57,57,0.12,97,100000.0,,7500.92,7.50092,,0.01930946912863874,0.038516028891201086,0.004002136513349153
58,58,0.12,98,100000.0,,7585.6399999999985,7.585639999999999,,0.019392674844390285,0.041452447771860766,0.004017511787674956
59,59,0.12,99,100000.0,,7582.399999999999,7.5824,,0.019732706555262776,0.039459146631132216,0.0038037421646834233
60,60,0.12,100,100000.0,,7578.28,7.578279999999999,,0.01991612091288005,0.040195051300470554,0.003798757013289728
61,61,0.12,101,100000.0,,7547.16,7.54716,,0.020021073690342065,0.04064584825184516,0.003926377913304485
62,62,0.12,102,100000.0,,7556.960000000002,7.556959999999998,,0.02032110424762209,0.04111079503393976,0.003844720385140488
63,63,0.12,103,100000.0,,7562.239999999998,7.56224,,0.020502555892745702,0.0408010913248278,0.0038850819743192753
64,64,0.12,104,100000.0,,7537.0,7.537,,0.02049147838249212,0.037966529708290335,0.0039856035770462735
65,65,0.12,105,100000.0,,7538.6,7.538599999999998,,0.02093445054620872,0.039521743348859904,0.003967732974803813
66,66,0.12,106,100000.0,,7510.960000000002,7.51096,,0.02113981348091329,0.03852314736878692,0.0038613911795290705
67,67,0.12,107,100000.0,,7484.36,7.48436,,0.021315631087205134,0.041216365058458326,0.0037893289862710854
68,68,0.12,108,100000.0,,7456.92,7.456919999999998,,0.021543260854408573,0.040164765495538525,0.003788500750674464
69,69,0.12,109,100000.0,,7450.960000000002,7.45096,,0.02028424873126284,0.040854393398181456,0.003929476760106434
70,70,0.12,110,100000.0,,7436.08,7.436080000000001,,0.021814567362901584,0.039143796803783895,0.0038674341463906174
71,71,0.12,111,100000.0,,7397.92,7.397920000000002,,0.022057057269963137,0.03983762328938432,0.003711061414896903
72,72,0.12,112,100000.0,,7388.16,7.388160000000002,,0.02236035989242339,0.03874282256660073,0.003796063588819241
73,73,0.12,113,100000.0,,7310.28,7.31028,,0.022542682369201546,0.037854948782017714,0.0036115918321823945
74,74,0.12,114,100000.0,,7292.239999999998,7.292239999999999,,0.02272356581474128,0.040239468399599326,0.0037008830962097514
75,75,0.12,115,100000.0,,7292.12,7.292119999999999,,0.022893771404030188,0.037680912273862416,0.0037493055790976727
76,76,0.12,116,100000.0,,7253.399999999999,7.253399999999998,,0.02303225602392104,0.040534400504765485,0.0037437131089440175
77,77,0.12,117,100000.0,,7219.8,7.219799999999998,,0.02332180090283316,0.0411727001616302,0.003804322905489119
78,78,0.12,118,100000.0,,7208.48,7.208479999999998,,0.023534738184491172,0.0396963648688252,0.0036809080373300064
79,79,0.12,119,100000.0,,7197.08,7.19708,,0.02368306195326568,0.04125951268698452,0.0037221981596365513
80,80,0.12,120,100000.0,,7189.24,7.18924,,0.023883965475788495,0.0379370832003878,0.0038443130637380025
81,81,0.12,121,100000.0,,7185.960000000001,7.18596,,0.024072847739516873,0.04055013186067661,0.0037317930750608496
82,82,0.12,122,100000.0,,7187.08,7.18708,,0.024154200907411223,0.03970164233461482,0.003867981162938996
83,83,0.12,123,100000.0,,7167.44,7.167440000000001,,0.024443318791667248,0.039577444114025195,0.0037586952666715592
84,84,0.12,124,100000.0,,7192.44,7.19244,,0.02472775085004912,0.03872849411724884,0.003745306783731852
85,85,0.12,125,100000.0,,7140.56,7.140560000000001,,0.024857072664340195,0.03947532301457476,0.003764063608826333
86,86,0.12,126,100000.0,,7152.76,7.152760000000001,,0.025113441717620612,0.040054954214721286,0.003695316178692316
87,87,0.12,127,100000.0,,7164.08,7.16408,,0.025272980950153966,0.04006891508310344,0.003786415130793941
88,88,0.12,128,100000.0,,7139.12,7.13912,,0.025422052606140257,0.04219662518885462,0.0036983210741500018
89,89,0.12,129,100000.0,,7146.76,7.14676,,0.025729837962674085,0.04019132484617024,0.003728931976235472
90,90,0.12,130,100000.0,,7114.0,7.114,,0.025944082552837245,0.04094392052691018,0.0039343742983274045
91,91,0.12,131,100000.0,,7114.44,7.114439999999999,,0.02615920066413196,0.03927261015093378,0.0037006111563080415
92,92,0.12,132,100000.0,,7142.12,7.14212,,0.026122435658846827,0.03805587685102869,0.003732841946303793
93,93,0.12,133,100000.0,,7112.44,7.112440000000001,,0.02643264119669652,0.04171224038416933,0.0037219336081635744
94,94,0.12,134,100000.0,,7115.76,7.115759999999999,,0.02671387032892767,0.03921960285807972,0.0038251917792592495
95,95,0.12,135,100000.0,,7140.12,7.14012,,0.02695717994652341,0.039443325462096064,0.003758647556464752
96,96,0.12,136,100000.0,,7129.52,7.129520000000001,,0.026978657729224552,0.0408373092022756,0.003860347760199368
97,97,0.12,137,100000.0,,7100.68,7.10068,,0.026760346228767277,0.03983642371494649,0.003703444702505756
98,98,0.12,138,100000.0,,7116.6,7.1166,,0.027348752736641016,0.04022442066377598,0.003749674471910822
99,99,0.12,139,100000.0,,7120.32,7.12032,,0.027575870269267853,0.039787759010143656,0.0037040703940689214
100,100,0.12,140,100000.0,,7137.32,7.13732,,0.02791370938316049,0.038376017468848986,0.003839268037032255
101,101,0.12,141,100000.0,,7113.64,7.113640000000001,,0.02815687938045812,0.03872814405406314,0.003694286329574936
102,102,0.12,142,100000.0,,7143.08,7.14308,,0.02834261733894437,0.040448267055920674,0.003836210390935619
103,103,0.12,143,100000.0,,7142.039999999999,7.14204,,0.028429375265639007,0.04195590982388521,0.0037518329838677287
104,104,0.12,144,100000.0,,7148.360000000001,7.148359999999999,,0.028668984462536858,0.040603607891461994,0.0037618044243709647
105,105,0.12,145,100000.0,,7110.960000000001,7.11096,,0.028871103232318087,0.04021375806223927,0.0037622689765058224
106,106,0.12,146,100000.0,,7137.88,7.13788,,0.0291403303709194,0.03953454002747893,0.0037089654312742575
107,107,0.12,147,100000.0,,7083.56,7.08356,,0.02936342976362084,0.03825706640856274,0.003695453272253815
108,108,0.12,148,100000.0,,7051.0,7.051,,0.02947516125518177,0.03964456014477728,0.0037420691767174217
109,109,0.12,149,100000.0,,7049.4,7.0493999999999994,,0.029557396756599703,0.03985886219791188,0.003820065060901037
110,110,0.12,150,100000.0,,7014.960000000001,7.01496,,0.02994299857953024,0.03904503576607123,0.0038404608426973394
111,111,0.12,151,100000.0,,7001.4,7.0014,,0.029978305965653363,0.041568507244044255,0.0037509193114203753
112,112,0.12,152,100000.0,,6977.08,6.977080000000001,,0.030243862710244682,0.03989125886850564,0.0037649882168432217
113,113,0.12,153,100000.0,,6969.88,6.969879999999999,,0.030403292558356727,0.039987310341655855,0.003919072335491904
114,114,0.12,154,100000.0,,6926.76,6.926759999999999,,0.03065741640942633,0.03982794767227151,0.003792267736455592
115,115,0.12,155,100000.0,,6910.839999999999,6.91084,,0.030818852870719407,0.03934426430735778,0.003715232833811051
116,116,0.12,156,100000.0,,6888.44,6.88844,,0.031057684941310983,0.03931136325265673,0.0036701226381731906
117,117,0.12,157,100000.0,,6877.32,6.87732,,0.030674717572471765,0.03884326028195889,0.0038021102330784017
118,118,0.12,158,100000.0,,6843.0,6.843000000000001,,0.03148865364807648,0.04006242203051497,0.003777770275426704
119,119,0.12,159,100000.0,,6813.960000000001,6.81396,,0.02965289146144503,0.04121040640027944,0.003820290328568276
120,120,0.12,160,100000.0,,6816.0,6.816,,0.0319237389179068,0.0395926301049461,0.0038378423673361786
121,121,0.12,161,100000.0,,6771.76,6.77176,,0.032055489036059724,0.04084849011249485,0.003769451164642703
122,122,0.12,162,100000.0,,6758.280000000001,6.758280000000001,,0.03231912116203261,0.03871414092348911,0.003763569852540343
123,123,0.12,163,100000.0,,6742.24,6.74224,,0.03253825481169429,0.04092874689618178,0.003829140197114924
124,124,0.12,164,100000.0,,6687.08,6.68708,,0.03269365512760601,0.03953801242119848,0.003766523712340301
125,125,0.12,165,100000.0,,6625.2,6.625199999999998,,0.032962991947667886,0.040435131134462954,0.0038481381080529785
126,126,0.12,166,100000.0,,6528.56,6.5285600000000015,,0.03295038447875755,0.03880105399355597,0.0038317430422326023
127,127,0.12,167,100000.0,,6510.12,6.510119999999999,,0.031140492447997315,0.03896958015338266,0.0036031337976314857
128,128,0.12,168,100000.0,,6436.84,6.436840000000001,,0.033517508847098726,0.03894268081279665,0.0038261145351957994
129,129,0.12,169,100000.0,,6335.68,6.33568,,0.033638616289325685,0.03941115356285017,0.0038521044323245944
130,130,0.12,170,100000.0,,6293.92,6.293920000000001,,0.03391673018679285,0.04084074371767114,0.003903961213555647
131,131,0.12,171,100000.0,,6218.16,6.21816,,0.03413863560072173,0.042113583400900725,0.003895802799536412
132,132,0.12,172,100000.0,,6139.08,6.13908,,0.03422260533911753,0.039102213672227305,0.003686616222759653
133,133,0.12,173,100000.0,,6070.52,6.07052,,0.034530707684486975,0.04017287522792986,0.003701690766780388
134,134,0.12,174,100000.0,,6012.48,6.012480000000001,,0.03466999570292956,0.040649969156825706,0.003770500455760271
135,135,0.12,175,100000.0,,5902.84,5.90284,,0.03487766191408469,0.039314782197951745,0.0036770385001234727
136,136,0.12,176,100000.0,,5809.92,5.80992,,0.03507269207184436,0.0408978411485869,0.003611089680442063
137,137,0.12,177,100000.0,,5659.08,5.65908,,0.035298610156086166,0.038941377367432174,0.0038880886309914328
138,138,0.12,178,100000.0,,5550.16,5.55016,,0.035479247984485485,0.04007541568868864,0.003873864227019297
139,139,0.12,179,100000.0,,5425.92,5.42592,,0.03568076236986144,0.04041651080835033,0.0037921828721373175
140,140,0.12,180,100000.0,,5290.16,5.290159999999999,,0.03585782550130488,0.04040014678026956,0.003838746601077432
141,141,0.12,181,100000.0,,5174.68,5.17468,,0.036154118369576056,0.04065813514006132,0.0038650087687880576
142,142,0.12,182,100000.0,,5058.0,5.058,,0.03624554933982949,0.04065504558804837,0.003978097054436986
143,143,0.12,183,100000.0,,4905.96,4.90596,,0.03641542750467465,0.03991195224043137,0.003920683254172275
144,144,0.12,184,100000.0,,4674.4400000000005,4.67444,,0.036621140415603576,0.041112124060779937,0.0038643466250452008
145,145,0.12,185,100000.0,,4482.719999999999,4.48272,,0.03687992276852697,0.03835390621656565,0.0038089497467279896
146,146,0.12,186,100000.0,,4276.56,4.276559999999999,,0.03706966050684058,0.04038907314660659,0.0038350984798375966
147,147,0.12,187,100000.0,,4041.12,4.041120000000001,,0.0372639497215323,0.04054851225058388,0.003834987454544532
148,148,0.12,188,100000.0,,3841.52,3.84152,,0.0373304570145092,0.04298050950133064,0.003879373206674615
149,149,0.12,189,100000.0,,3577.92,3.57792,,0.03771488637874995,0.039677840457856266,0.003943545838880594
150,150,0.12,190,100000.0,,3317.6400000000003,3.3176399999999995,,0.03767452370985325,0.03988588732830517,0.003808961386935508
151,151,0.12,191,100000.0,,3057.2,3.0571999999999995,,0.03792929932056836,0.03985614875177857,0.0038531095316065487
152,152,0.12,192,100000.0,,2828.28,2.8282800000000003,,0.03814269436011159,0.04044054070695003,0.003918231661304219
153,153,0.12,193,100000.0,,2580.8,2.5808,,0.03844364263100943,0.040361239286319,0.003807225175102928
154,154,0.12,194,100000.0,,2361.68,2.36168,,0.03850880768704883,0.040228982445786106,0.003912312729707779
155,155,0.12,195,100000.0,,2153.12,2.15312,,0.038534686248138994,0.03864341801457137,0.003907578927625508
156,156,0.12,196,100000.0,,1959.72,1.95972,,0.03870902738978543,0.03980571202938063,0.0037774405169130887
157,157,0.12,197,100000.0,,1784.6,1.7846,,0.039180739423673006,0.041825125387472566,0.00382350577135881
158,158,0.12,198,100000.0,,1611.56,1.61156,,0.039249641305782464,0.04149975360739193,0.003725575553274609
159,159,0.12,199,100000.0,,1470.8799999999999,1.47088,,0.03940820254831465,0.04205346449949474,0.0037213743117726497
