,Simulation Number,ExitSlit.openingHeight,Laser.photonEnergy,Laser.numberRays,M1.shortRadius,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.12,100,300000.0,30.0,,113398.4,37.799466666666675,,0.09970414466233704,0.9957475682063347,1.3477201816312163
1,1,0.12,100,300000.0,30.1,,113522.6,37.84086666666667,,0.09985007498231652,0.947127296187939,1.4163258439936888
2,2,0.12,100,300000.0,30.200000000000003,,113342.2,37.78073333333333,,0.09983909348179054,0.9558528520580049,1.3535505967434251
3,3,0.12,100,300000.0,30.300000000000004,,113436.2,37.81206666666667,,0.099802504773794,0.9449383528224491,1.406191855843682
4,4,0.12,100,300000.0,30.40000000000001,,113412.4,37.804133333333326,,0.09991957695181668,0.9343257739842733,1.4320038927840395
5,5,0.12,100,300000.0,30.500000000000007,,113583.2,37.86106666666667,,0.09990268596791622,0.924257594913026,1.4007787563252487
6,6,0.12,100,300000.0,30.60000000000001,,113516.6,37.83886666666668,,0.0998752696477652,0.9016273816549688,1.383798804909827
7,7,0.12,100,300000.0,30.70000000000001,,113489.2,37.82973333333333,,0.09984882766500787,0.8774489750463209,1.4409879066307194
8,8,0.12,100,300000.0,30.80000000000001,,113552.4,37.85080000000001,,0.09982911274989872,0.8969502620769597,1.4089662131541592
9,9,0.12,100,300000.0,30.900000000000013,,113505.8,37.83526666666666,,0.09976461869618161,0.9144523986526343,1.4143698838332104
10,10,0.12,100,300000.0,31.00000000000001,,113651.8,37.88393333333333,,0.09987186558949475,0.88810097778615,1.3684266130157823
11,11,0.12,100,300000.0,31.100000000000016,,113537.0,37.845666666666666,,0.09347656918920477,0.9018764688022525,1.4205019136670476
12,12,0.12,100,300000.0,31.200000000000017,,113577.0,37.859,,0.09966524086870833,0.882363535203073,1.4191734402507283
13,13,0.12,100,300000.0,31.30000000000002,,113517.0,37.839000000000006,,0.09978156865330733,0.8851486023235516,1.3835543809198367
14,14,0.12,100,300000.0,31.40000000000002,,113642.0,37.88066666666667,,0.09324808623420806,0.8371409789923715,1.4302295447082685
15,15,0.12,100,300000.0,31.50000000000002,,113397.8,37.79926666666666,,0.09995894371541567,0.8499538394943773,1.4039400476771795
16,16,0.12,100,300000.0,31.600000000000023,,113640.2,37.88006666666666,,0.09987376383064941,0.8331113549042028,1.3681272999280907
17,17,0.12,100,300000.0,31.700000000000024,,113815.8,37.938599999999994,,0.09983618657531679,0.8069866583164393,1.3854044537213035
18,18,0.12,100,300000.0,31.800000000000026,,113697.4,37.899133333333324,,0.09982485721619411,0.7836797184502201,1.3987177735945628
19,19,0.12,100,300000.0,31.900000000000027,,113642.0,37.88066666666667,,0.09931695034947267,0.8311367223646432,1.3635522420019217
20,20,0.12,100,300000.0,32.00000000000003,,113446.0,37.81533333333333,,0.09985745960460403,0.7883338491761976,1.3870693787596216
21,21,0.12,100,300000.0,32.10000000000003,,113699.0,37.89966666666666,,0.0996497731546299,0.7660818110723037,1.40480373275937
22,22,0.12,100,300000.0,32.20000000000003,,113584.0,37.86133333333333,,0.09957624112628308,0.7439298089833675,1.3977989305937573
23,23,0.12,100,300000.0,32.30000000000003,,113762.8,37.92093333333334,,0.09992077077035331,0.7382416190896226,1.3624496309352876
24,24,0.12,100,300000.0,32.400000000000034,,113690.4,37.8968,,0.09985293188223351,0.7218294222652174,1.3882204375653333
25,25,0.12,100,300000.0,32.50000000000004,,113464.2,37.8214,,0.0998068207171798,0.7438299097496894,1.3727242684628311
26,26,0.12,100,300000.0,32.60000000000004,,113591.0,37.86366666666667,,0.09993873240943855,0.7185232311201769,1.3900383005383872
27,27,0.12,100,300000.0,32.70000000000004,,113790.8,37.93026666666666,,0.09985259661601446,0.7112733140328735,1.4042963157503927
28,28,0.12,100,300000.0,32.80000000000004,,113802.8,37.934266666666666,,0.09932738642223171,0.69631923022413,1.344166829581677
29,29,0.12,100,300000.0,32.90000000000004,,113639.6,37.87986666666667,,0.09985825309429117,0.6820224798898814,1.3891568163286627
30,30,0.12,100,300000.0,33.00000000000004,,113589.0,37.863,,0.09990126101158125,0.6610230515435266,1.395087132929158
31,31,0.12,100,300000.0,33.100000000000044,,113516.0,37.83866666666666,,0.0997419334060737,0.6677368656570412,1.339745837993475
32,32,0.12,100,300000.0,33.200000000000045,,113745.0,37.915,,0.09965896600494092,0.6516163409628242,1.3579238760791998
33,33,0.12,100,300000.0,33.30000000000005,,113611.8,37.8706,,0.09988042656688947,0.6620049272988295,1.3168876728560253
34,34,0.12,100,300000.0,33.40000000000005,,113758.2,37.9194,,0.09964220732365447,0.6277161023720852,1.401320290903099
35,35,0.12,100,300000.0,33.50000000000005,,113352.4,37.78413333333334,,0.09975675097591363,0.6553793619145174,1.3985745730182515
36,36,0.12,100,300000.0,33.60000000000005,,113588.4,37.86279999999999,,0.09974707186519251,0.6326498428675073,1.360170970907618
37,37,0.12,100,300000.0,33.70000000000005,,113422.0,37.807333333333325,,0.09987386099670344,0.6308901382268923,1.3742956286050696
38,38,0.12,100,300000.0,33.800000000000054,,113831.6,37.94386666666666,,0.09341603413199567,0.5832166419446063,1.4303768285026517
39,39,0.12,100,300000.0,33.900000000000055,,113410.2,37.8034,,0.09972188879894191,0.5747402577249273,1.3702633745602326
40,40,0.12,100,300000.0,34.00000000000006,,113620.2,37.8734,,0.09978495644859603,0.5592356150223032,1.3900740031650323
41,41,0.12,100,300000.0,34.10000000000006,,113519.0,37.83966666666667,,0.0998369880078826,0.541303998531506,1.3648414268011735
42,42,0.12,100,300000.0,34.20000000000006,,113510.6,37.836866666666666,,0.09988627875345912,0.5692681494733529,1.3789416407042776
43,43,0.12,100,300000.0,34.30000000000006,,113574.6,37.8582,,0.09983302237063754,0.5530641498676051,1.4230101806987308
44,44,0.12,100,300000.0,34.40000000000006,,113579.0,37.85966666666666,,0.09964604316815837,0.5301012950636979,1.4295910579228814
45,45,0.12,100,300000.0,34.500000000000064,,113663.6,37.88786666666665,,0.09979029789424772,0.5384040961616945,1.330320798904016
