,Simulation Number,ExitSlit.openingHeight,Laser.photonEnergy,Laser.numberRays,M1.shortRadius,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.12,100,300000.0,30.0,,22679.68,7.559893333333336,,0.01994082893246741,0.19914951364126693,0.2695440363262433
1,1,0.12,100,300000.0,30.1,,22704.52,7.568173333333334,,0.019970014996463305,0.18942545923758777,0.2832651687987378
2,2,0.12,100,300000.0,30.200000000000003,,22668.44,7.556146666666667,,0.01996781869635811,0.19117057041160096,0.27071011934868505
3,3,0.12,100,300000.0,30.300000000000004,,22687.24,7.562413333333333,,0.0199605009547588,0.1889876705644898,0.2812383711687364
4,4,0.12,100,300000.0,30.40000000000001,,22682.48,7.5608266666666655,,0.019983915390363337,0.18686515479685464,0.2864007785568079
5,5,0.12,100,300000.0,30.500000000000007,,22716.64,7.572213333333335,,0.01998053719358325,0.1848515189826052,0.28015575126504977
6,6,0.12,100,300000.0,30.60000000000001,,22703.32,7.567773333333334,,0.01997505392955304,0.18032547633099377,0.2767597609819654
7,7,0.12,100,300000.0,30.70000000000001,,22697.84,7.565946666666665,,0.019969765533001577,0.1754897950092642,0.28819758132614387
8,8,0.12,100,300000.0,30.80000000000001,,22710.48,7.570160000000001,,0.019965822549979743,0.1793900524153919,0.28179324263083183
9,9,0.12,100,300000.0,30.900000000000013,,22701.16,7.567053333333335,,0.019952923739236322,0.18289047973052683,0.28287397676664205
10,10,0.12,100,300000.0,31.00000000000001,,22730.36,7.576786666666665,,0.01997437311789895,0.17762019555723002,0.2736853226031565
11,11,0.12,100,300000.0,31.100000000000016,,22707.4,7.569133333333332,,0.018695313837840954,0.18037529376045047,0.28410038273340954
12,12,0.12,100,300000.0,31.200000000000017,,22715.4,7.571799999999999,,0.01993304817374167,0.1764727070406146,0.28383468805014567
13,13,0.12,100,300000.0,31.30000000000002,,22703.4,7.567800000000002,,0.01995631373066146,0.17702972046471036,0.27671087618396734
14,14,0.12,100,300000.0,31.40000000000002,,22728.4,7.576133333333335,,0.018649617246841613,0.16742819579847432,0.28604590894165366
15,15,0.12,100,300000.0,31.50000000000002,,22679.56,7.559853333333333,,0.019991788743083133,0.16999076789887546,0.2807880095354359
16,16,0.12,100,300000.0,31.600000000000023,,22728.04,7.576013333333333,,0.019974752766129884,0.16662227098084056,0.2736254599856181
17,17,0.12,100,300000.0,31.700000000000024,,22763.16,7.587719999999998,,0.01996723731506336,0.1613973316632879,0.2770808907442607
18,18,0.12,100,300000.0,31.800000000000026,,22739.48,7.579826666666666,,0.019964971443238826,0.156735943690044,0.27974355471891255
19,19,0.12,100,300000.0,31.900000000000027,,22728.4,7.576133333333335,,0.019863390069894536,0.16622734447292864,0.2727104484003844
20,20,0.12,100,300000.0,32.00000000000003,,22689.2,7.563066666666667,,0.01997149192092081,0.15766676983523953,0.27741387575192433
21,21,0.12,100,300000.0,32.10000000000003,,22739.8,7.579933333333335,,0.019929954630925974,0.15321636221446072,0.280960746551874
22,22,0.12,100,300000.0,32.20000000000003,,22716.8,7.572266666666666,,0.019915248225256615,0.14878596179667353,0.27955978611875143
23,23,0.12,100,300000.0,32.30000000000003,,22752.56,7.5841866666666675,,0.019984154154070663,0.1476483238179245,0.27248992618705753
24,24,0.12,100,300000.0,32.400000000000034,,22738.08,7.5793599999999985,,0.019970586376446706,0.1443658844530435,0.2776440875130667
25,25,0.12,100,300000.0,32.50000000000004,,22692.84,7.564279999999998,,0.01996136414343596,0.14876598194993787,0.27454485369256626
26,26,0.12,100,300000.0,32.60000000000004,,22718.2,7.572733333333333,,0.01998774648188771,0.1437046462240354,0.2780076601076774
27,27,0.12,100,300000.0,32.70000000000004,,22758.16,7.586053333333334,,0.01997051932320289,0.14225466280657467,0.2808592631500786
28,28,0.12,100,300000.0,32.80000000000004,,22760.56,7.586853333333333,,0.01986547728444634,0.139263846044826,0.26883336591633544
29,29,0.12,100,300000.0,32.90000000000004,,22727.92,7.575973333333335,,0.019971650618858233,0.13640449597797627,0.2778313632657326
30,30,0.12,100,300000.0,33.00000000000004,,22717.8,7.572599999999999,,0.019980252202316248,0.1322046103087053,0.2790174265858316
31,31,0.12,100,300000.0,33.100000000000044,,22703.2,7.567733333333335,,0.019948386681214743,0.13354737313140824,0.267949167598695
32,32,0.12,100,300000.0,33.200000000000045,,22749.0,7.583,,0.01993179320098818,0.13032326819256485,0.27158477521583996
33,33,0.12,100,300000.0,33.30000000000005,,22722.36,7.57412,,0.01997608531337789,0.13240098545976592,0.26337753457120505
34,34,0.12,100,300000.0,33.40000000000005,,22751.64,7.58388,,0.01992844146473089,0.12554322047441704,0.28026405818061983
35,35,0.12,100,300000.0,33.50000000000005,,22670.48,7.556826666666667,,0.019951350195182727,0.13107587238290347,0.27971491460365033
36,36,0.12,100,300000.0,33.60000000000005,,22717.68,7.572559999999998,,0.01994941437303851,0.12652996857350146,0.2720341941815236
37,37,0.12,100,300000.0,33.70000000000005,,22684.4,7.561466666666665,,0.019974772199340688,0.12617802764537847,0.2748591257210139
38,38,0.12,100,300000.0,33.800000000000054,,22766.32,7.588773333333333,,0.018683206826399137,0.11664332838892126,0.2860753657005303
39,39,0.12,100,300000.0,33.900000000000055,,22682.04,7.560679999999999,,0.01994437775978838,0.11494805154498546,0.27405267491204655
40,40,0.12,100,300000.0,34.00000000000006,,22724.04,7.57468,,0.019956991289719207,0.11184712300446065,0.27801480063300643
41,41,0.12,100,300000.0,34.10000000000006,,22703.8,7.567933333333334,,0.01996739760157652,0.1082607997063012,0.2729682853602347
42,42,0.12,100,300000.0,34.20000000000006,,22702.12,7.567373333333332,,0.019977255750691824,0.1138536298946706,0.2757883281408555
43,43,0.12,100,300000.0,34.30000000000006,,22714.92,7.571639999999999,,0.019966604474127507,0.11061282997352102,0.2846020361397462
44,44,0.12,100,300000.0,34.40000000000006,,22715.8,7.571933333333335,,0.019929208633631672,0.10602025901273956,0.2859182115845763
45,45,0.12,100,300000.0,34.500000000000064,,22732.72,7.577573333333331,,0.019958059578849545,0.10768081923233888,0.2660641597808032
46,46,0.12,100,300000.0,34.600000000000065,,22730.4,7.5768,,0.01995602340014102,0.10487552270064028,0.28502024560216926
47,47,0.12,100,300000.0,34.70000000000007,,22733.6,7.577866666666669,,0.01998283736209146,0.10430830981029604,0.2708076689369786
48,48,0.12,100,300000.0,34.80000000000007,,22734.4,7.578133333333333,,0.01998704836379033,0.10324851083494076,0.2732032697330437
49,49,0.12,100,300000.0,34.90000000000007,,22709.4,7.5698,,0.019976371395547404,0.09967892453962819,0.27836690373180645
50,50,0.12,100,300000.0,35.00000000000007,,22725.56,7.575186666666665,,0.019895878129545963,0.09683866138802048,0.2774794227280027
51,51,0.12,100,300000.0,35.10000000000007,,22743.68,7.581226666666666,,0.019972238553260697,0.09261709503835577,0.2830901869259331
52,52,0.12,100,300000.0,35.200000000000074,,22707.16,7.569053333333333,,0.019971895417240832,0.09574765500770212,0.28226633988707406
53,53,0.12,100,300000.0,35.300000000000075,,22712.92,7.570973333333331,,0.01997921825473554,0.09546499569289138,0.27891979660165617
54,54,0.12,100,300000.0,35.40000000000008,,22736.32,7.5787733333333325,,0.01996394194259608,0.09417463396766394,0.2739393264643463
55,55,0.12,100,300000.0,35.50000000000008,,22707.6,7.5692,,0.019974413574470877,0.08718243795186417,0.2745791769739788
56,56,0.12,100,300000.0,35.60000000000008,,22738.8,7.579599999999998,,0.019975095484073786,0.08950222651533203,0.27065707939816813
57,57,0.12,100,300000.0,35.70000000000008,,22704.2,7.568066666666666,,0.01995687254302084,0.08187790441546898,0.2803725406558761
58,58,0.12,100,300000.0,35.80000000000008,,22736.24,7.578746666666667,,0.01997539535861108,0.08693142068852297,0.28658793815877126
59,59,0.12,100,300000.0,35.900000000000084,,22744.56,7.58152,,0.019984512746850668,0.08172319319853835,0.27750271552361366
60,60,0.12,100,300000.0,36.000000000000085,,22730.64,7.57688,,0.01997266590520212,0.08103927520153292,0.2805937655748031
61,61,0.12,100,300000.0,36.10000000000009,,22734.92,7.578306666666665,,0.019987880958821053,0.0784876940350348,0.27338639828026007
